1.0,0.0,0.0,0.0
2.0,0.0001267569540865119,-0.16362591871803436,-0.8476152844703548
3.0,-0.0080673883514463,-0.31527269741228825,-0.9385758522356675
4.0,-0.023746931997698645,-0.4387383864580302,-0.9545889724230117
5.0,-0.04591036150934451,-0.5824407382191534,-0.961667127408484
6.0,-0.07502028099090705,-0.6948613181436711,-0.9666793722272135
7.0,-0.109717026176888,-0.7952048967802772,-0.969143124555798
8.0,-0.1495454093463843,-0.8545575311987654,-0.9706413325884652
9.0,-0.19243070115010624,-0.9063603240930123,-0.9713071792003151
10.0,-0.23764708731166995,-0.8814727795344419,-0.9717755317787384
11.0,-0.281285641825032,-0.8154694264693471,-0.9716479351476023
12.0,-0.32177044225227214,-0.774378677386817,-0.9710781764028246
13.0,-0.3605113069168521,-0.6722884634688057,-0.9705603881879028
14.0,-0.39407151658081635,-0.5295182848887682,-0.9687701650558435
15.0,-0.42081984939694134,-0.3695691530643808,-0.9642742961263664
16.0,-0.43925949982595586,-0.22121227433959542,-0.9532468472442734
17.0,-0.45043627293614874,-0.05443357118954442,-0.9251393632857761
18.0,-0.4532511296649443,0.14910432148239566,-0.8055777082893045
19.0,-0.4456515024436172,0.42599196709113335,-0.23263250108556496
20.0,-0.4245553409771703,0.8457930991329458,0.608851030424675
21.0,-0.3824265753647203,1.2720665683534795,0.8564194998823761
22.0,-0.3182820684229431,1.6464653481462885,0.9168173358827145
23.0,-0.23592570543023034,2.0310488147057413,0.940675528773266
24.0,-0.13455574362521078,2.284057315678602,0.9544746388823209
25.0,-0.01973463848620058,2.4852381244988213,0.9600503889156206
26.0,0.10434610683563807,2.5818395431902172,0.963165670925436
27.0,0.2332312117418929,2.6154868464069394,0.9639164139476146
28.0,0.3639796461869711,2.540066410353974,0.9634789406266567
29.0,0.49114322779976083,2.35981348119816,0.9608778301431723
30.0,0.6089607441440139,2.1205817871620116,0.9552367597079154
31.0,0.71471381559282,1.7841157286003118,0.9452055129814932
32.0,0.8042641575444545,1.419520211372784,0.9223996587791655
33.0,0.8751771322332993,0.9977390388956945,0.8706917123464339
34.0,0.9253236450491519,0.5482011779928715,0.7099790818572954
35.0,0.9531938529157702,-0.049882273422981446,-0.08276628378956197
36.0,0.9510180790582434,-0.7606264089741178,-0.9270574637320911
37.0,0.9134474745439097,-1.4986020253645642,-0.9699617693587692
38.0,0.8389406007778701,-2.1989808542413094,-0.9697885493060092
39.0,0.7288651778106835,-2.869932377432368,-0.9641223739787452
40.0,0.5857507212273738,-3.4298935797844496,-0.9576520954316837
41.0,0.4146246443682687,-3.9584499157016393,-0.9528742583337422
42.0,0.2168206688670159,-4.335010975002954,-0.9492491573774444
43.0,-4.524820128194441e-5,-4.5658459810515275,-0.9471901107358254
44.0,-0.22836676980301573,-4.629007710574422,-0.9463842658341975
45.0,-0.4594266610426399,-4.540036984395375,-0.9463091498780793
46.0,-0.6866654295777801,-4.2816013680030744,-0.9468875448782036
47.0,-0.9007925201847528,-3.9033493069990346,-0.9483390562817934
48.0,-1.0958372956646951,-3.4104941109264857,-0.9510948960395029
49.0,-1.2663263096607265,-2.8586344699090502,-0.9552604511118947
50.0,-1.4093400917299106,-2.2212188965948165,-0.9605123187125449
51.0,-1.5206903416066853,-1.5850349755742927,-0.9668735904621873
